record_id,prerequisite_evaluation_status,typed_constraints,raw_prerequisite_prose,display_only_or_advisory_constraints,invalid_references,unresolved_reason,creator_selectability_can_be_evaluated_safely,source_provenance,record_commitment_sha256
TAL_BERSERKER_SHATTER_EARTH,PARTIALLY_TYPED_RAW_PROSE_RETAINED,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.berserker""},{""kind"":""sphere_id_reference"",""source_basis"":""exact display-name token in raw prerequisite prose"",""target_id"":""tianxia.sphere.source""}]","Instead of attacking a creature, Batter the ground and expend Martial Focus. The ground must be stone or softer material. Choose one area: spaces within 5 feet; 10-foot cone; 15-foot line. The area becomes difficult terrain. Creatures standing inside make a Strength or Dexterity saving throw, choosing which. Failed Save: Fall Prone. Successful Save: Remain standing. Clear one 5-foot square as an Action or through an appropriate repair effect. Instead of attacking a creature, Batter the ground and expend Martial Focus. Mortal or prerequisite-gated; see source text","[""Instead of attacking a creature, Batter the ground and expend Martial Focus. The ground must be stone or softer material. Choose one area: spaces within 5 feet; 10-foot cone; 15-foot line. The area becomes difficult terrain. Creatures standing inside make a Strength or Dexterity saving throw, choosing which. Failed Save: Fall Prone. Successful Save: Remain standing. Clear one 5-foot square as an Action or through an appropriate repair effect. Instead of attacking a creature, Batter the ground and expend Martial Focus. Mortal or prerequisite-gated; see source text""]",[],Natural-language prerequisite contains access or logical semantics not explicitly machine-encoded.,false,"{""accepted_qa2_record_id"":""TAL_BERSERKER_SHATTER_EARTH"",""source_anchor"":""line:9586"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",40288098435388710fbf17d1fd6113d9a8806a3109bfa37cdfeec6ef4c4564a4
TAL_BERSERKER_UNYIELDING_ADVANCE,TYPED_FIELDS_AVAILABLE_RAW_PROSE_RETAINED,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.berserker""},{""kind"":""minimum_cl"",""source_basis"":""typed or exact CL token"",""value"":10},{""kind"":""sphere_id_reference"",""source_basis"":""exact display-name token in raw prerequisite prose"",""target_id"":""tianxia.sphere.athletics""},{""kind"":""sphere_id_reference"",""source_basis"":""exact display-name token in raw prerequisite prose"",""target_id"":""tianxia.sphere.source""}]","Prerequisite: CL 10+ While active: cannot be moved unwillingly unless the source succeeds on a Strength check against your Berserker save DC; when a hostile creature enters your reach, move 5 feet toward it without provoking opportunity attacks; when you take damage, gain Advantage on your next Strength (Athletics) check before the start of your next turn.",[],[],,true,"{""accepted_qa2_record_id"":""TAL_BERSERKER_UNYIELDING_ADVANCE"",""source_anchor"":""line:9953"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",89c3c2475cfbc068f47dff838fae33866fdf05ae6d5ce5747e29ad69035aa540
TAL_BERSERKER_WAR_GOD_INCARNATION,TYPED_FIELDS_AVAILABLE_RAW_PROSE_RETAINED,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.berserker""},{""kind"":""minimum_cl"",""source_basis"":""typed or exact CL token"",""value"":15}]","Prerequisite: CL 15+ Action Type: Bonus Action Duration: 1 minute Cost: Expend Martial Focus Limit: Once per long rest Become a sovereign engine of battle. For the duration: gain Resistance to all damage except Psychic; activate two Adrenaline talents at once; ignore the AC penalty from one active Adrenaline talent; increase reach by 5 feet; Batter damage gains +2d10; when Batter hits, the target counts as already Battered for that attack’s Exertion; once per turn after taking damage, move 10 feet without provoking opportunity attacks; when you reduce a creature to 0 HP, regain Martial Focus.",[],[],,true,"{""accepted_qa2_record_id"":""TAL_BERSERKER_WAR_GOD_INCARNATION"",""source_anchor"":""line:9999"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",b82cb90f45d978a92963641351a8134aef9c584a1f57b3dad17793023bf8bfbf
TAL_BERSERKER_WORLD_BREAKING_RAMPAGE,PARTIALLY_TYPED_RAW_PROSE_RETAINED,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.berserker""},{""kind"":""minimum_cl"",""source_basis"":""typed or exact CL token"",""value"":15},{""kind"":""sphere_id_reference"",""source_basis"":""exact display-name token in raw prerequisite prose"",""target_id"":""tianxia.sphere.force""},{""kind"":""sphere_id_reference"",""source_basis"":""exact display-name token in raw prerequisite prose"",""target_id"":""tianxia.sphere.space""}]","Prerequisite: CL 15+ Action Type: Action Area: 60-foot line, 15 feet wide Cost: Expend Martial Focus Limit: Once per long rest Charge through the area. Creatures inside make Strength or Dexterity saving throws, choosing which. Failed Save: Take: 10d10 Bludgeoning, Slashing, or Force damage and fall Prone. Successful Save: Take half damage and remain standing. You move to any legal unoccupied space at the far end of the line. Ordinary terrain in the line becomes difficult terrain. Unattended objects and temporary Barriers take double damage. World-Breaking Rampage does not automatically destroy: artifacts; Formation cores; Domains; Realm-defining structures.","[""Prerequisite: CL 15+ Action Type: Action Area: 60-foot line, 15 feet wide Cost: Expend Martial Focus Limit: Once per long rest Charge through the area. Creatures inside make Strength or Dexterity saving throws, choosing which. Failed Save: Take: 10d10 Bludgeoning, Slashing, or Force damage and fall Prone. Successful Save: Take half damage and remain standing. You move to any legal unoccupied space at the far end of the line. Ordinary terrain in the line becomes difficult terrain. Unattended objects and temporary Barriers take double damage. World-Breaking Rampage does not automatically destroy: artifacts; Formation cores; Domains; Realm-defining structures.""]",[],Natural-language prerequisite contains access or logical semantics not explicitly machine-encoded.,false,"{""accepted_qa2_record_id"":""TAL_BERSERKER_WORLD_BREAKING_RAMPAGE"",""source_anchor"":""line:10033"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",a5630ec9cad60dfa7b1c757dbab95e5e323ed38b4b80a85f46d526a2de5215b3
TAL_BRUTE_BATTLEFIELD_BOWLING,TYPED_FIELDS_AVAILABLE_RAW_PROSE_RETAINED,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""},{""kind"":""minimum_cl"",""source_basis"":""typed or exact CL token"",""value"":7}]","Prerequisite: Dominoes, CL 7+",[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_BATTLEFIELD_BOWLING"",""source_anchor"":""line:13823"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",35a947e7886a697501e050210866b4fa0d6e194d6af10303acc16f4e0197195e
TAL_BRUTE_BREAK_DEFENSES,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""}]",,[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_BREAK_DEFENSES"",""source_anchor"":""line:13581"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",f053c6616ebd4db49d21248cd04c96d5b0b6652fc8a87594b91765ea089cde94
TAL_BRUTE_BRUTAL_MANHANDLE,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""}]",,[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_BRUTAL_MANHANDLE"",""source_anchor"":""line:13585"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",ca0bec7aaaaeb89a8087bf78789d8cc656b3c45edf2b2926c97289b5878645e4
TAL_BRUTE_COURT_OF_THE_MOVING_MOUNTAIN,TYPED_FIELDS_AVAILABLE_RAW_PROSE_RETAINED,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""},{""kind"":""minimum_cl"",""source_basis"":""typed or exact CL token"",""value"":12}]",Prerequisite: CL 12+,[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_COURT_OF_THE_MOVING_MOUNTAIN"",""source_anchor"":""line:13955"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",1477f4add9ed4ec8013e32bdd71ac1ee67046247f546ec3274271fe51ece74fe
TAL_BRUTE_CRUSHING_COLLISION,TYPED_FIELDS_AVAILABLE_RAW_PROSE_RETAINED,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""},{""kind"":""minimum_cl"",""source_basis"":""typed or exact CL token"",""value"":5}]","Prerequisite: Hammer, CL 5+",[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_CRUSHING_COLLISION"",""source_anchor"":""line:13769"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",87c934fc2515090b38e539208c7663cb800c573b9ff7cd08d86b8bed2c3215ca
TAL_BRUTE_DIZZY_SPIN,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""}]",,[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_DIZZY_SPIN"",""source_anchor"":""line:13519"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",f0fd3bf4433adda0f24a568e76da3ec18dc97f25f36c1f9cfe13f514078231b6
TAL_BRUTE_DOMINOES,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""}]",,[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_DOMINOES"",""source_anchor"":""line:13591"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",c6039fb0356ca95f334b2e1ba504655e51adb88e8b0d27e4cdca7c2d6da0abd2
TAL_BRUTE_DROPKICK,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""}]",,[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_DROPKICK"",""source_anchor"":""line:13599"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",056da6ac286ef2c7bafe18826acf74d1680be21a9ad385aa2e4d8b5260de75b6
TAL_BRUTE_EARTHQUAKE_STOMP,TYPED_FIELDS_AVAILABLE_RAW_PROSE_RETAINED,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""},{""kind"":""minimum_cl"",""source_basis"":""typed or exact CL token"",""value"":5}]",Prerequisite: CL 5+,[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_EARTHQUAKE_STOMP"",""source_anchor"":""line:13717"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",3fd0e8b7fc03b4d37812a50302f796d3928566cce825c8b43e0eab725b3a96aa
TAL_BRUTE_FOCUSED_MIGHT,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""}]",,[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_FOCUSED_MIGHT"",""source_anchor"":""line:13603"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",19c2311c22c7937a3146db8e5570be59acbe75a0f6eaf05df7f0bdff2dc55491
TAL_BRUTE_FOLLOW_THROUGH,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""}]",,[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_FOLLOW_THROUGH"",""source_anchor"":""line:13607"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",00bd73e85218176dc6469f66351e2acf15207ae6c7620a8afe1bfbb2e38b081a
TAL_BRUTE_FORTRESS_LINE_BREAKER,TYPED_FIELDS_AVAILABLE_RAW_PROSE_RETAINED,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""},{""kind"":""minimum_cl"",""source_basis"":""typed or exact CL token"",""value"":10}]","Prerequisite: Living Battering Ram, CL 10+",[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_FORTRESS_LINE_BREAKER"",""source_anchor"":""line:13913"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",e9c24baa1642c4ab5b9a5239b42340b9779b37a5303eb628e9f0d32d4103e0fe
TAL_BRUTE_GET_OVER_HERE,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""}]",,[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_GET_OVER_HERE"",""source_anchor"":""line:13611"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",b37625d43eee20997af822f72712a97c0d494f0cec43d84e2e289ef23f07485e
TAL_BRUTE_GREATER_BRUTE,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""}]",,[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_GREATER_BRUTE"",""source_anchor"":""line:13637"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",5fb28aae5e85bcfbe982216adef90ab4c888c3db78d7b14bffbeabf299674499
TAL_BRUTE_HAMMER,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""}]",,[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_HAMMER"",""source_anchor"":""line:13643"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",b0312945f4ac8ffa7cfa26856214cab4e14b0b6a430fe787ba467d7613796f0a
TAL_BRUTE_HEAVEN_CRASHING_THROW,TYPED_FIELDS_AVAILABLE_RAW_PROSE_RETAINED,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""},{""kind"":""minimum_cl"",""source_basis"":""typed or exact CL token"",""value"":15}]","Prerequisite: Mountain-Swing Throw, CL 15+",[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_HEAVEN_CRASHING_THROW"",""source_anchor"":""line:14053"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",493fb3e3331c84a748e66a458ef6f6c9787185b4ca831086e750ea072bbd3475
TAL_BRUTE_HUMILIATE,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""}]",,[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_HUMILIATE"",""source_anchor"":""line:13527"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",c90a9511df454263c2e60dd902e6ce8a83c36ea1b49f5e88a0e421e7c54a58ca
TAL_BRUTE_LIVING_BATTERING_RAM,TYPED_FIELDS_AVAILABLE_RAW_PROSE_RETAINED,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""},{""kind"":""minimum_cl"",""source_basis"":""typed or exact CL token"",""value"":5}]",Prerequisite: CL 5+,[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_LIVING_BATTERING_RAM"",""source_anchor"":""line:13785"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",0e8470433285640376df3e9085269e5093679b508d96ac0f11b7b7f756404f52
TAL_BRUTE_MERIDIAN_LEVER_REVERSAL,TYPED_FIELDS_AVAILABLE_RAW_PROSE_RETAINED,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""},{""kind"":""minimum_cl"",""source_basis"":""typed or exact CL token"",""value"":10}]","Prerequisite: Shift Weight, CL 10+",[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_MERIDIAN_LEVER_REVERSAL"",""source_anchor"":""line:13939"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",fc7b6ceb8d7e9f1c9203be96131b9952a1c19ece09447d8b91e6d1d9064d7421
TAL_BRUTE_MIGHTY_HURL,TYPED_FIELDS_AVAILABLE_RAW_PROSE_RETAINED,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.brute""},{""kind"":""minimum_cl"",""source_basis"":""typed or exact CL token"",""value"":7}]","Prerequisite: Throw, CL 7+",[],[],,true,"{""accepted_qa2_record_id"":""TAL_BRUTE_MIGHTY_HURL"",""source_anchor"":""line:13809"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",09a3184780ba9a49b768a232708b89db8ebe9a94c2cb2febc6740036138ef7d9
