canonical_sphere_id,preserved_legacy_id,proposed_canonical_id,deterministic_migration_alias,display_name,normalized_key,exact_published_source_section,source_section_line_start,source_section_line_end,source_section_sha256,source_pack,source_version,aliases,content_family_labels,route_labels,deprecated_labels,status,expected_browse_rules_visibility,expected_character_creator_disposition,confirmed_selectable_talent_count,confirmed_membership_count,background_related_relationship_count,zero_projected_talent_status,source_provenance,record_commitment_sha256
tianxia.sphere.flowers,tianxia.sphere.flowers,tianxia.sphere.flowers,null,Flowers,flowers,Sphere of Flowers,30503,31499,a9edb28b3a45fba91f93c06ff51e43fe369f824bec7b622e2ae9df624a9b7a4a,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,20,20,0,false,"{""source_anchor"":""line:30503"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",7accbe1ed8fb77b651be13d7b90a30c4815f794a3bfc9d8a3127feea6bde54af
tianxia.sphere.flowing_river,tianxia.sphere.flowing_river,tianxia.sphere.flowing_river,null,Flowing River,flowing_river,Sphere of Flowing River,31500,32207,0a59b281bbf71b5907e51d22ab50e22ecf6e741fd018175dd6c43d1828d5a269,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,30,30,3,false,"{""source_anchor"":""line:31500"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",eeb371973a6ea551d99b4482b5a005107de120a40b9cfe490b59a9c9bc510ecd
tianxia.sphere.force,tianxia.sphere.force,tianxia.sphere.force,null,Force,force,Sphere of Force,32208,33541,5f145fa47fa583c9b2d15dac9b740e629775b2e690d0b0aa3663b0e7d72d73c6,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,30,30,0,false,"{""source_anchor"":""line:32208"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",f3957b0b6e8c53fe12afbadc8a60faeb96f77f67efd86697aecbc4da94f6f23a
tianxia.sphere.formations,tianxia.sphere.formations,tianxia.sphere.formations,null,Formations,formations,Sphere of Formations,33542,34878,6f47f245e5cc6399c1ee3906bb4720fc7f7d3ee48862db85d145310a86b3f09a,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,0,true,"{""source_anchor"":""line:33542"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",58e717ea6b96ecde1d4aa215b01a95ca689aec753c48f142c78459d7d36412f8
tianxia.sphere.glass,tianxia.sphere.glass,tianxia.sphere.glass,null,Glass,glass,Sphere of Glass,34879,35944,e451b3f690a8b36f0671c48c214ab7ef91a803c6f5936615ca6b1ca0daaff47a,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,32,32,0,false,"{""source_anchor"":""line:34879"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",268c152f1bff09f5f48ec6d469c3c490df213da3a4d84c22f19a40a811ba9b9b
tianxia.sphere.gravity,tianxia.sphere.gravity,tianxia.sphere.gravity,null,Gravity,gravity,Sphere of Gravity,35945,37170,74ec9144d4a712cd34c5f1c481dedd92051d99cbf368f9e4ac7c73da1313da6a,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,6,6,0,false,"{""source_anchor"":""line:35945"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",a387a8566b143a11aba236a24f5649c498d2c64f5aa8bc7ea434e49df349180e
tianxia.sphere.guardian,tianxia.sphere.guardian,tianxia.sphere.guardian,null,Guardian,guardian,Sphere of Guardian,37171,38360,d091017d76184472befd320ab4a9191a08ed698785cc5551cd0bbf4cb6a24078,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,30,30,0,false,"{""source_anchor"":""line:37171"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",064d65796bebaf2c195997abf2352c73f848d472ce8dd68ef739cdf6fb418050
tianxia.sphere.harvesting_gathering,tianxia.sphere.harvesting_gathering,tianxia.sphere.harvesting_gathering,null,Harvesting Gathering,harvesting_gathering,Sphere of Harvesting Gathering,38361,39584,2f5b8c84592a5db9bd408b89f47cc5d7ae091c362065dae88dd254508cd5e4b2,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,"[""Gathering"",""Harvesting"",""Harvesting and Gathering"",""Harvesting-Gathering"",""Herb-Gathering""]",[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,0,true,"{""source_anchor"":""line:38361"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",5a328fddf1ed9ce1609902333b7be63867c1c12175d69b2bd4e41d16f3eece3e
tianxia.sphere.hunger,tianxia.sphere.hunger,tianxia.sphere.hunger,null,Hunger,hunger,Sphere of Hunger,40722,42127,9c6098c2082a8f0809a81ded8640908a3e6951fe66676d99bf0eeb6292195477,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,0,true,"{""source_anchor"":""line:40722"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",7c0e0fa074baab2876013aaaaa01e38b35ed13a53eb6002405500bfed774378b
tianxia.sphere.ice,tianxia.sphere.ice,tianxia.sphere.ice,null,Ice,ice,Sphere of Ice,42128,43153,f828a7d3c1d2f995e947c6dac0f963d72a02980a345b68dd7b6999015da60783,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,30,30,0,false,"{""source_anchor"":""line:42128"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",82f9dabc3a9cc663b2b3ab60391bf4e83f72770caae4378ccfae1f8b454ed615
tianxia.sphere.illusion,tianxia.sphere.illusion,tianxia.sphere.illusion,null,Illusion,illusion,Sphere of Illusion,43154,44444,d15b5a580019690eacea61b216b9eca35597ec7439ec6654150dbe0d23931e17,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,18,18,0,false,"{""source_anchor"":""line:43154"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",00b82006f30f3e33378ac8e080215efc39917d10b47544b1eb6b1e4d176d5e7a
tianxia.sphere.imbuement,tianxia.sphere.imbuement,tianxia.sphere.imbuement,null,Imbuement,imbuement,Sphere of Imbuement,44445,45469,433772070a1bb8d4ab6a95ac5e77aca16c7b2e0fa123316deb9c0413ca288877,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],"[""Chakra Imbuement""]",[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,0,true,"{""source_anchor"":""line:44445"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",0a4c329930fd4f7aa4baed364c6b51ad07db1b9a690720634d73ece1583f814c
tianxia.sphere.ink,tianxia.sphere.ink,tianxia.sphere.ink,null,Ink,ink,Sphere of Ink,45470,46617,6ffce614f8ddff8e28173c5fa7ef1665d5ee3c5b992457cd526b7ba8de73f6fb,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,5,true,"{""source_anchor"":""line:45470"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",98b9848e27ae9c39725562d34459dd48a6c45b344f0e7b18a16fec88d1ffe448
tianxia.sphere.iron_fist,tianxia.sphere.iron_fist,tianxia.sphere.iron_fist,null,Iron Fist,iron_fist,Sphere of Iron Fist,46618,48003,fe21f7dd85e82e1f87f9c90ad14b1a5846a58c7100fa874ef94c2cc03fb1c02e,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,48,48,2,false,"{""source_anchor"":""line:46618"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",054b423fb309e6a4d93c08c17e5aa16e4de1e5154f281c1a5ebf4ce0f9bd343e
tianxia.sphere.jester,tianxia.sphere.jester,tianxia.sphere.jester,null,Jester,jester,Sphere of Jester,48004,49137,c414a4759e91c38e7e3270ad68a11a29898f658ee7723d29fbcb8c798ccdb8c9,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,1,true,"{""source_anchor"":""line:48004"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",6e471004277fc8b06d81950b3011abc2b67e070d79555325d1270b0551db49cf
tianxia.sphere.karma,tianxia.sphere.karma,tianxia.sphere.karma,null,Karma,karma,Sphere of Karma,49138,50687,795e8d4072c4b7e4c97b107e83241157ebe3d2101d971fe001446d5be72082b6,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,1,1,1,false,"{""source_anchor"":""line:49138"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",65868a24f666c34534f6da001ccd7a81ce1ea54415e77b4c577e4ab624a0b2a4
tianxia.sphere.life,tianxia.sphere.life,tianxia.sphere.life,null,Life,life,Sphere of Life,50688,52031,4a1ed996551c154b6f9cf2bb4f291b684edeec748d82197e6fb86137ee12cb4f,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,1,true,"{""source_anchor"":""line:50688"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",9345c9a1e035e5c69600b88172be2bd8c9faeffd04872707ba739ea88df3fa90
tianxia.sphere.lightning,tianxia.sphere.lightning,tianxia.sphere.lightning,null,Lightning,lightning,Sphere of Lightning,52032,53360,b00033bb633ed554d5b7ad9d163bff3ecbe928e288b7fd54e0af0a7898d49820,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,44,44,0,false,"{""source_anchor"":""line:52032"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",10ecaaacc80e07ab3900c5abeabf8f331f4128c5edbe8c1be6f76567af401db4
tianxia.sphere.magma,tianxia.sphere.magma,tianxia.sphere.magma,null,Magma,magma,Sphere of Magma,53361,55127,b4d62adaa66dd637ba15c3ca761314ebaa43823b9368a1e4e0b586f9807220d6,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,29,29,0,false,"{""source_anchor"":""line:53361"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",bafe4f82d2482d671957533232725a47051dd33ae52a08ff4c760bab7b6f268d
tianxia.sphere.metal,tianxia.sphere.metal,tianxia.sphere.metal,null,Metal,metal,Sphere of Metal,55128,56797,0877582e1c67859cf276f7a900483613c3f531d46a5f1ff82a64e9ea31e32603,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,30,30,0,false,"{""source_anchor"":""line:55128"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",dd04828bcea08811587a428aaa40785719cbb3963acb7e3f1b2fc6508868e12e
tianxia.sphere.monkey_style,tianxia.sphere.monkey_style,tianxia.sphere.monkey_style,null,Monkey Style,monkey_style,Sphere of Monkey Style,56798,58228,e0e17f5ae48b45659de4dade3d37a808e36f53fdd65fa41720df6c702c318193,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,25,25,0,false,"{""source_anchor"":""line:56798"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",10048b0b6a0a9ad1a6ebf07085067145c057de95b70b46facc8ed8eaff1711ba
tianxia.sphere.music,tianxia.sphere.music,tianxia.sphere.music,null,Music,music,Sphere of Music,58229,59820,fa609ef7e1ece5600d2f1dd40ee129253f95959541bbc277f9c2b4cfc78ea17d,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,1,true,"{""source_anchor"":""line:58229"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",08db25a3efa99477d841824bec378bc160b92f581b1079c98296c330620286af
tianxia.sphere.poison,tianxia.sphere.poison,tianxia.sphere.poison,null,Poison,poison,Sphere of Poison,60628,62089,1fd861bb52a4da7b5377dead27ef947a6269ae462009bc156b8b16080d5cd5ed,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,1,true,"{""source_anchor"":""line:60628"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",fda2cbc273adb605068e92559db06a6a7918974ac19c74518853e7c3510f2638
tianxia.sphere.pressure_points,tianxia.sphere.pressure_points,tianxia.sphere.pressure_points,null,Pressure Points,pressure_points,Sphere of Pressure Points,62090,63267,518e693daf4cdcf5fbe15bf93fed1edbccbce1b8a3ec94dba27b2fa203cc6d65,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],"[""Pressure Points / Meridian""]",[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,0,true,"{""source_anchor"":""line:62090"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",aeb0fc053938eb399ec308027ac3bce6f76057b8fa044e4d11353c9269f0ee23
tianxia.sphere.protection,tianxia.sphere.protection,tianxia.sphere.protection,null,Protection,protection,Sphere of Protection,63268,64259,ce0a540447fab399659c3e56a148b9ad6c7c620b7c56d19a6a5e787bc4e62c9b,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,1,true,"{""source_anchor"":""line:63268"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",a85df65f7cefdec50c00d2e28d8d0dbf1f7bc07457e07d5efca71fcbb739e89c
