background_route_record_id,display_name,canonical_sphere_id,canonical_sphere_name,background_only,ordinary_training_presentation,selection_disposition,acquisition_route,source_text,source_provenance,record_commitment_sha256
tianxia.background_talent.harvesting_and_gathering.camp_gatherer,Camp Gatherer (Harvesting and Gathering),null,Harvesting and Gathering,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Harvesting and Gathering Sphere.** You gain the Harvesting and Gathering sphere and the **Camp Gatherer** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",1b9e035de96d2fe92abafb4c29df863d76c716c833a33ad807eb0dfa05ba79d4
tianxia.background_talent.harvesting_and_gathering.common_herbcraft,Common Herbcraft (Harvesting and Gathering),null,Harvesting and Gathering,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Harvesting and Gathering Sphere.** You gain the Harvesting and Gathering sphere and the **Common Herbcraft** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",fb08eeedd969386ada399482ed1ad4af552b15cdb267ab279927f3fca2351f43
tianxia.background_talent.harvesting_and_gathering.drying_shed_method,Drying Shed Method (Harvesting and Gathering),null,Harvesting and Gathering,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Harvesting and Gathering Sphere.** You gain the Harvesting and Gathering sphere and the **Drying Shed Method** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",331a29a612e1aa5ea97189a5d92f682fb9ca3b51d1febecddb232114e24b5c77
tianxia.background_talent.harvesting_and_gathering.farmer_s_eye,Farmer’s Eye (Harvesting and Gathering),null,Harvesting and Gathering,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Harvesting and Gathering Sphere.** You gain the Harvesting and Gathering sphere and the **Farmer’s Eye** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",8baee02c94ff448d25b455245ed4f519d4096ad35405f2fb0d7f6f54357e6fb7
tianxia.background_talent.ink.binding_script,Binding Script (Ink),tianxia.sphere.ink,Ink,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Ink Sphere.** You gain the Ink sphere and the **Binding Script** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",f9906320df3bf3f943fa63a656664cd388f06d583a58dc1e98192d5513ba58a6
tianxia.background_talent.ink.concealing_script,Concealing Script (Ink),tianxia.sphere.ink,Ink,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Ink Sphere.** You gain the Ink sphere and the **Concealing Script** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",bcb3ce95e2a64943049561ed01d277fd5bb40bd8b6ccfdfeea4e76af284f00d6
tianxia.background_talent.ink.revealing_script,Revealing Script (Ink),tianxia.sphere.ink,Ink,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Ink Sphere.** You gain the Ink sphere and the **Revealing Script** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",14629e41ac2afc3160a24e02a45f25a070506b182176977b2c6c81a46b413e12
tianxia.background_talent.ink.vermilion_correction,Vermilion Correction (Ink),tianxia.sphere.ink,Ink,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Ink Sphere.** You gain the Ink sphere and the **Vermilion Correction** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",81a14e44f3cc93aed6626d4146732f1541cc284b93b647f6f123c3560185c929
tianxia.background_talent.ink.wet_ink_warning,Wet Ink Warning (Ink),tianxia.sphere.ink,Ink,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Ink Sphere.** You gain the Ink sphere and the **Wet Ink Warning** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",a873d27b3ee2586abe8ae861a6adb433da7bff9f5fb48c85f6f52be306d496a9
tianxia.background_talent.iron_fist.focusing_breath,Focusing Breath (Iron Fist),tianxia.sphere.iron_fist,Iron Fist,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Iron Fist Sphere.** You gain the Iron Fist sphere and the **Focusing Breath** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",b96f760a9658ca0d54346807153d2135fc16c1abf9b78658bd6446b9d4e28ff0
tianxia.background_talent.iron_fist.merciful_hand,Merciful Hand (Iron Fist),tianxia.sphere.iron_fist,Iron Fist,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Iron Fist Sphere.** You gain the Iron Fist sphere and the **Merciful Hand** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",e684220b1c30ee5e551c1b7a04f9bdf6502d13ffd7e40ee2953421bfecc803ee
tianxia.background_talent.jester.false_opening,False Opening (Jester),tianxia.sphere.jester,Jester,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Jester Sphere.** You gain the Jester sphere and the **False Opening** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",57a197ca2cced870825e00f6fe15d7bb2808259bf86476df1b72d1a6e3089d4a
tianxia.background_talent.karma.witness_seal,Witness Seal (Karma),tianxia.sphere.karma,Karma,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Karma Sphere.** You gain the Karma sphere in a dormant form and the **Witness Seal** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",33c3a4736d660053d5331e6bd8359b062f975a96b0aeafccebe59eccb5254c85
tianxia.background_talent.life.clear_physician_s_eye,Clear Physician’s Eye (Life),tianxia.sphere.life,Life,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Life Sphere.** You gain the Life sphere and the **Clear Physician’s Eye** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",42813f63cb5bf774d300b0d3ab6c0126e8d2ecf7a83f642112109e775de5157b
tianxia.background_talent.music.captivating_melody,Captivating Melody (Music),tianxia.sphere.music,Music,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Music Sphere.** You gain the Music sphere and the **Captivating Melody** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",aba81ae6151248a2095a5ad3235773a1edd1e61850b3e8f3b3c6f73160cbcf82
tianxia.background_talent.poison.poison_sense,Poison Sense (Poison),tianxia.sphere.poison,Poison,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Poison Sphere.** You gain the Poison sphere and the **Poison Sense** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",759c5ecd16950cfa9dead128b153adc32e4b863a292184efbaafd2b464f11011
tianxia.background_talent.protection.ward,Ward (Protection),tianxia.sphere.protection,Protection,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Protection Sphere.** You gain the Protection sphere and the **Ward** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",431a67bdad19bf08c79256d118bed521721870048a8d5e5a948a889ecd1dfa8d
tianxia.background_talent.puppetry.hidden_thread,Hidden Thread (Puppetry),tianxia.sphere.puppetry,Puppetry,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Puppetry Sphere.** You gain the Puppetry sphere and the **Hidden Thread** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",473c740dcc21bf007122e121485bd0d8bee92e11f2d96c63327b244cc7f7dec4
tianxia.background_talent.puppetry.little_servant_s_errand,Little Servant’s Errand (Puppetry),tianxia.sphere.puppetry,Puppetry,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Puppetry Sphere.** You gain the Puppetry sphere and the **Little Servant’s Errand** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",a63d9e6599b990d74be2adba9879dbdc6a2ef23634dbdea35bc1f0d5fd5190bc
tianxia.background_talent.radiance.consecrated_lantern,Consecrated Lantern (Radiance),tianxia.sphere.radiance,Radiance,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Radiance Sphere.** You gain the Radiance sphere and the **Consecrated Lantern** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",7009e3e455a7acdeb2f3bd6eab454ca7a19c96dde8f89927d9dfad4bd2428398
tianxia.background_talent.scoundrel.cut_and_run,Cut and Run (Scoundrel),tianxia.sphere.scoundrel,Scoundrel,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Scoundrel Sphere.** You gain the Scoundrel sphere and the **Cut and Run** (`CUT AND RUN`) talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",f618c962060686320c36eb6d554931368b386bce1024f18c1fea8158baad028a
tianxia.background_talent.scoundrel.distracting_trickery,Distracting Trickery (Scoundrel),tianxia.sphere.scoundrel,Scoundrel,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Scoundrel Sphere.** You gain the Scoundrel sphere and the **Distracting Trickery** (`DISTRACTING TRICKERY`) talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",453751d74f4f843f52e4ab589616fbae7586be23d0247fcb9ab28b9f33840635
tianxia.background_talent.scoundrel.grifter_s_hands,Grifter’s Hands (Scoundrel),tianxia.sphere.scoundrel,Scoundrel,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Scoundrel Sphere.** You gain the Scoundrel sphere and the **Grifter’s Hands** (`GRIFTER’S HANDS`) talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",1b8a1f04e01b2ea824d3791dd388b3dfcf6e2a8bc6a7ec904cb054181eb39c65
tianxia.background_talent.scoundrel.hidden_tool_cache,Hidden Tool Cache (Scoundrel),tianxia.sphere.scoundrel,Scoundrel,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Scoundrel Sphere.** You gain the Scoundrel sphere and the **Hidden Tool Cache** (`HIDDEN TOOL CACHE`) talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",9c441252958646ae13b5ccce8ec7a792c9e03b11ea2c332fcec1a36801c9b966
tianxia.background_talent.scoundrel.switcheroo,Switcheroo (Scoundrel),tianxia.sphere.scoundrel,Scoundrel,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Scoundrel Sphere.** You gain the Scoundrel sphere and the **Switcheroo** (`SWITCHEROO`) talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",c9f1109e3f239cda7b7849c8c959df5863c0fdd6f5ad4b25dbecade0ae7dc669
tianxia.background_talent.sect_stewardship.clean_ledger_hand,Clean Ledger Hand (Sect Stewardship),tianxia.sphere.sect_stewardship,Sect Stewardship,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Sect Stewardship Sphere.** You gain the Sect Stewardship sphere and the **Clean Ledger Hand** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",5b82c8d055549f2238969100ea0d654d9ff5ecd5cb401103d8df51ade6a81bba
tianxia.background_talent.sect_stewardship.quiet_apology_method,Quiet Apology Method (Sect Stewardship),tianxia.sphere.sect_stewardship,Sect Stewardship,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Sect Stewardship Sphere.** You gain the Sect Stewardship sphere and the **Quiet Apology Method** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",b0b83ac162cb7a5c5b6d2459b764c950a7f2742bca22c88065a1b4b7cdb3d94b
tianxia.background_talent.sect_stewardship.sect_token_etiquette,Sect Token Etiquette (Sect Stewardship),tianxia.sphere.sect_stewardship,Sect Stewardship,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Sect Stewardship Sphere.** You gain the Sect Stewardship sphere and the **Sect Token Etiquette** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",78240305567103f908760783d5196e58b99dc5a2be2dd585c9c13bb8d4527bf3
tianxia.background_talent.sect_stewardship.senior_brother_s_errand,Senior Brother’s Errand (Sect Stewardship),tianxia.sphere.sect_stewardship,Sect Stewardship,true,false,BACKGROUND_ORIGIN_ONLY,background-talent-selection,**Sect Stewardship Sphere.** You gain the Sect Stewardship sphere and the **Senior Brother’s Errand** talent.,"{""source_anchor"":""heading:background-spheres-and-talents"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""e5e8203907dbded3303f197ff86579e82ec4d08df1fdbbcd51b03af5a98edf1c"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_PHB_Backgrounds_v2_BOOK_CLEAN_ORIGIN_RECONCILED_v0_6.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",f522bf1665d5044cc011a4e5984e4fdc07f7d51c2cbab0ea8036e35fd556c61a
